code,tambon_th,tambon_en,amphoe_en,amphoe_th,province_en,province_th,lat,lng
"451009","โพธิ์ทอง","Pho Thong","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.139940","104.141251"
"451010","ภูเงิน","Phu Ngoen","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.041161","104.079147"
"451011","เกาะแก้ว","Ko Kaeo","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.164520","103.859718"
"451012","นาเลิง","Na Loeng","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","15.964890","103.931801"
"451013","เหล่าน้อย","Lao Noi","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.092690","104.042374"
"451014","ศรีวิลัย","Sri Wilai","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.136110","104.050034"
"451015","หนองหลวง","Nong Luang","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.151840","103.924232"
"451016","พรสวรรค์","Porn Sawan","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.176960","104.140839"
"451017","ขวัญเมือง","Kwan Muang","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.032270","103.946892"
"451018","บึงเกลือ","Bung Klue","Amphoe Selaphum","อำเภอเสลภูมิ","Roi Et","ร้อยเอ็ด","16.021009","104.023178"
"451101","สระคู","Sra Khu","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.582970","103.803238"
"451102","ดอกไม้","Dok Mai","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.650190","103.772690"
"451103","นาใหญ่","Na Yai","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.702080","103.751411"
"451104","หินกอง","Hin Kong","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.593140","103.720383"
"451105","เมืองทุ่ง","Muang Thung","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.622960","103.860428"
"451106","หัวโทน","Hua Thon","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.703920","103.846321"
"451107","บ่อพันขัน","Bo Phan Khan","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.603230","103.900887"
"451108","ทุ่งหลวง","Thung Luang","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.480540","103.713882"
"451109","หัวช้าง","Hua Chang","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.644630","103.906647"
"451110","น้ำคำ","Nam Kham","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.735370","103.827728"
"451111","ห้วยหินลาด","Huai Hin Lat","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.703310","103.891953"
"451112","ช้างเผือก","Chang Phuak","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.670430","103.942383"
"451113","ทุ่งกุลา","Thung Kula","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.475660","103.807503"
"451114","ทุ่งศรีเมือง","Thung Si Muang","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.571730","103.875099"
"451115","จำปาขัน","Chum Pa Khan","Amphoe Suwannaphum","อำเภอสุวรรณภูมิ","Roi Et","ร้อยเอ็ด","15.587850","103.927498"
"451201","หนองผือ","Nong Phu","Amphoe Muang Sruang","อำเภอเมืองสรวง","Roi Et","ร้อยเอ็ด","15.818340","103.712502"
"451202","หนองหิน","Nong Hin","Amphoe Muang Sruang","อำเภอเมืองสรวง","Roi Et","ร้อยเอ็ด","15.784490","103.808746"
"451203","คูเมือง","Khu Muang","Amphoe Muang Sruang","อำเภอเมืองสรวง","Roi Et","ร้อยเอ็ด","15.749530","103.718040"
"451204","กกกุง","Kok Kung","Amphoe Muang Sruang","อำเภอเมืองสรวง","Roi Et","ร้อยเอ็ด","15.768210","103.757919"
"451205","เมืองสรวง","Muang Sruang","Amphoe Muang Sruang","อำเภอเมืองสรวง","Roi Et","ร้อยเอ็ด","15.816330","103.754921"
"451301","โพนทราย","Phon Sai","Amphoe Phon Sai","อำเภอโพนทราย","Roi Et","ร้อยเอ็ด","15.494330","104.004066"
"451302","สามขา","Sam Kha","Amphoe Phon Sai","อำเภอโพนทราย","Roi Et","ร้อยเอ็ด","15.471220","103.929482"
"451303","ศรีสว่าง","Sri Sawang","Amphoe Phon Sai","อำเภอโพนทราย","Roi Et","ร้อยเอ็ด","15.529070","103.907120"
"451304","ยางคำ","Yang Kham","Amphoe Phon Sai","อำเภอโพนทราย","Roi Et","ร้อยเอ็ด","15.441990","103.970947"
"451305","ท่าหาดยาว","Tha Hat Yao","Amphoe Phon Sai","อำเภอโพนทราย","Roi Et","ร้อยเอ็ด","15.488230","103.882217"
"451401","อาจสามารถ","At Samat","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.841590","103.883850"
"451402","โพนเมือง","Phon Muang","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.907490","103.873108"
"451403","บ้านแจ้ง","Ban Chaeng","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.857990","103.934334"
"451404","หน่อม","Nom","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.803740","103.955719"
"451405","หนองหมื่นถ่าน","Nong Mun Than","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.752920","103.940376"
"451406","หนองขาม","Nong Kham","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.801660","103.861000"
"451407","โหรา","Hora","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.857020","103.811234"
"451408","หนองบัว","Nong Bua","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.860360","103.765106"
"451409","ขี้เหล็ก","Khi Lak","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.904060","103.788544"
"451410","บ้านดู่","Ban Du","Amphoe At Samat","อำเภออาจสามารถ","Roi Et","ร้อยเอ็ด","15.884110","103.725342"
"451501","เมยวดี","Moei Wadi","Amphoe Moei Wadi","อำเภอเมยวดี","Roi Et","ร้อยเอ็ด","16.395500","104.165741"
"451502","ชุมพร","Chum Phon","Amphoe Moei Wadi","อำเภอเมยวดี","Roi Et","ร้อยเอ็ด","16.344910","104.074059"
"451503","บุ่งเลิศ","Bung Loet","Amphoe Moei Wadi","อำเภอเมยวดี","Roi Et","ร้อยเอ็ด","16.420980","104.165802"
"451504","ชมสะอาด","Chom Sa-at","Amphoe Moei Wadi","อำเภอเมยวดี","Roi Et","ร้อยเอ็ด","16.392550","104.109169"
"451601","โพธิ์ทอง","Pho Thong","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","15.972810","103.539291"
"451602","ศรีสมเด็จ","Sri Somdet","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","15.982290","103.484680"
"451603","เมืองเปลือย","Muang Pluai","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","16.000940","103.560722"
"451604","หนองใหญ่","Nong Yai","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","16.044420","103.545982"
"451605","สวนจิก","Suan Chik","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","16.036449","103.493156"
"451606","โพธิ์สัย","Phosai","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","16.095890","103.478790"
"451607","หนองแวงควง","Nong Waeng Kuang","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","15.943110","103.504417"
"451608","บ้านบาก","Ban Bak","Amphoe Sri Somdet","อำเภอศรีสมเด็จ","Roi Et","ร้อยเอ็ด","15.989840","103.519234"
"451701","ดินดำ","Din Dam","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.185520","103.681824"
"451702","ปาฝา","Pa Fa","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.141581","103.639221"
"451703","ม่วงลาด","Muang Lat","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.197540","103.532310"
"451704","จังหาร","Chang Han","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.141430","103.597618"
"451705","ดงสิงห์","Dong Sing","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.179831","103.584824"
"451706","ยางใหญ่","Yang Yai","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.123039","103.662849"
"451707","ผักแว่น","Phak Waen","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.172060","103.523170"
"451708","แสนชาติ","Sean Chad","Amphoe Chang Han","อำเภอจังหาร","Roi Et","ร้อยเอ็ด","16.181179","103.637894"
"451801","เชียงขวัญ","Chiang Khwan","King Amphoe Chiang Khwan","กิ่งอำเภอเชียงขวัญ","Roi Et","ร้อยเอ็ด","16.183281","103.725731"
"451802","พลับพลา","Plappla","King Amphoe Chiang Khwan","กิ่งอำเภอเชียงขวัญ","Roi Et","ร้อยเอ็ด","16.151621","103.812737"
"451803","พระธาตุ","Phra That","King Amphoe Chiang Khwan","กิ่งอำเภอเชียงขวัญ","Roi Et","ร้อยเอ็ด","16.162310","103.763168"
"451804","พระเจ้า","Phra Chao","King Amphoe Chiang Khwan","กิ่งอำเภอเชียงขวัญ","Roi Et","ร้อยเอ็ด","16.127769","103.738091"
"451805","หมูม้น","Mu Mon","King Amphoe Chiang Khwan","กิ่งอำเภอเชียงขวัญ","Roi Et","ร้อยเอ็ด","16.100019","103.698723"
"451806","บ้านเขือง","Ban Khuang","King Amphoe Chiang Khwan","กิ่งอำเภอเชียงขวัญ","Roi Et","ร้อยเอ็ด","16.148890","103.704323"
"451901","หนองฮี","Nong Hi","King Amphoe Nong Hi","กิ่งอำเภอหนองฮี","Roi Et","ร้อยเอ็ด","15.628080","104.005234"
"451902","สาวแห","Sao Hae","King Amphoe Nong Hi","กิ่งอำเภอหนองฮี","Roi Et","ร้อยเอ็ด","15.547340","104.061920"
"451903","ดูกอึ่ง","Duk Ung","King Amphoe Nong Hi","กิ่งอำเภอหนองฮี","Roi Et","ร้อยเอ็ด","15.561980","104.020470"
"451904","เด่นราษฎร์","Den Rat","King Amphoe Nong Hi","กิ่งอำเภอหนองฮี","Roi Et","ร้อยเอ็ด","15.579650","103.966019"
"452001","ทุ่งเขาหลวง","Thung Khao Luang","King Amphoe Thung Khao Luang","กิ่งอำเภอทุ่งเขาหลวง","Roi Et","ร้อยเอ็ด","16.027201","103.856247"
"452002","เทอดไทย","Thoet Thai","King Amphoe Thung Khao Luang","กิ่งอำเภอทุ่งเขาหลวง","Roi Et","ร้อยเอ็ด","15.966160","103.861198"
"452003","บึงงาม","Bung Ngam","King Amphoe Thung Khao Luang","กิ่งอำเภอทุ่งเขาหลวง","Roi Et","ร้อยเอ็ด","15.985790","103.897217"
"452004","มะบ้า","Maba","King Amphoe Thung Khao Luang","กิ่งอำเภอทุ่งเขาหลวง","Roi Et","ร้อยเอ็ด","16.039671","103.891708"
"452005","เหล่า","Lao","King Amphoe Thung Khao Luang","กิ่งอำเภอทุ่งเขาหลวง","Roi Et","ร้อยเอ็ด","15.961090","103.825531"
"460101","กาฬสินธุ์","Kalasin","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.437571","103.510262"
"460102","เหนือ","Nua","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.432711","103.571167"
"460103","หลุบ","Lup","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.382000","103.516922"
"460104","ไผ่","Phai","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.511930","103.572083"
"460105","ลำปาว","Lam Pao","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.584230","103.492493"
"460106","ลำพาน","Lam Phan","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.462070","103.475647"
"460107","เชียงเครือ","Chiang Khrua","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.418699","103.636398"
"460108","บึงวิชัย","Bung Wichai","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.530609","103.488770"
"460109","ห้วยโพธิ์","Huai Pho","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.382151","103.579842"
"460111","ภูปอ","Phu Po","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.584949","103.615021"
"460113","ภูดิน","Phu Din","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.627260","103.507378"
"460115","หนองกุง","Nong Kung","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.527479","103.527428"
"460116","กลางหมื่น","Klang Mun","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.535870","103.661926"
"460117","ขมิ้น","Kha Min","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.601250","103.572517"
"460119","โพนทอง","Pon Thong","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.469950","103.559753"
"460120","นาจารย์","Na Jarn","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.555670","103.637878"
"460121","ลำคลอง","Lum Khlong","Amphoe Muang Kalasin","อำเภอเมืองกาฬสินธุ์","Kalasin","กาฬสินธุ์","16.592360","103.448097"
"460201","นามน","Na Mon","Amphoe Na Mon","อำเภอนามน","Kalasin","กาฬสินธุ์","16.560600","103.774902"
"460202","ยอดแกง","Yot Kaeng","Amphoe Na Mon","อำเภอนามน","Kalasin","กาฬสินธุ์","16.626699","103.739990"
"460203","สงเปลือย","Song Plaui","Amphoe Na Mon","อำเภอนามน","Kalasin","กาฬสินธุ์","16.617559","103.802032"
"460204","หลักเหลี่ยม","Lak Liam","Amphoe Na Mon","อำเภอนามน","Kalasin","กาฬสินธุ์","16.537430","103.829247"
"460205","หนองบัว","Nong Bua","Amphoe Na Mon","อำเภอนามน","Kalasin","กาฬสินธุ์","16.532070","103.864014"
"460301","กมลาไสย","Kamalasai","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.321171","103.549980"
"460302","หลักเมือง","Lak Muang","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.315281","103.610962"
"460303","โพนงาม","Phon Ngam","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.314430","103.661652"
"460304","ดงลิง","Dong Ling","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.249340","103.663979"
"460305","ธัญญา","Thanya","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.252609","103.566017"
"460308","หนองแปน","Nong Paen","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.289440","103.488403"
"460310","เจ้าท่า","Chao Tha","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.221861","103.620522"
"460311","โคกสมบูรณ์","Khok Sombun","Amphoe Kamalasai","อำเภอกมลาไสย","Kalasin","กาฬสินธุ์","16.358540","103.666382"
"460401","ร่องคำ","Rong Kham","Amphoe Rong Kham","อำเภอร่องคำ","Kalasin","กาฬสินธุ์","16.276251","103.738922"
"460402","สามัคคี","Samakkhi","Amphoe Rong Kham","อำเภอร่องคำ","Kalasin","กาฬสินธุ์","16.324751","103.710701"
"460403","เหล่าอ้อย","Lao Oi","Amphoe Rong Kham","อำเภอร่องคำ","Kalasin","กาฬสินธุ์","16.255180","103.709358"
"460501","บัวขาว","Bua Khao","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.518110","104.054398"
"460502","แจนแลน","Chaen Laen","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.558430","104.004646"
"460503","เหล่าใหญ่","Lau Yai","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.616980","103.996201"
"460504","จุมจัง","Chum Chang","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.454411","104.084290"
"460505","เหล่าไฮงาม","Lao Hai Ngam","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.460230","104.172432"
"460506","กุดหว้า","Kut Wa","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.526951","104.189636"
"460507","สามขา","Sam Kha","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.464960","103.971970"
"460508","นาขาม","Na Kham","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.504709","103.908333"
"460509","หนองห้าง","Nong Hang","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.563000","104.131081"
"460510","นาโก","Na Ko","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.595209","104.067017"
"460511","สมสะอาด","Son Sa-at","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.448950","104.042473"
"460512","กุดค้าว","Kut Kao","Amphoe Kuchinarai","อำเภอกุฉินารายณ์","Kalasin","กาฬสินธุ์","16.504181","104.004463"
"460601","คุ้มเก่า","Khum Kao","Amphoe Khao Wong","อำเภอเขาวง","Kalasin","กาฬสินธุ์","16.688829","104.127777"
"460602","สงเปลือย","Song Pluai","Amphoe Khao Wong","อำเภอเขาวง","Kalasin","กาฬสินธุ์","16.632700","104.132957"
"460603","หนองผือ","Nong Phu","Amphoe Khao Wong","อำเภอเขาวง","Kalasin","กาฬสินธุ์","16.753981","104.093750"
"460606","กุดสิมคุ้มใหม่","Kut Sim Khum Mai","Amphoe Khao Wong","อำเภอเขาวง","Kalasin","กาฬสินธุ์","16.671520","104.053047"
"460608","สระพังทอง","Sra Phang Thong","Amphoe Khao Wong","อำเภอเขาวง","Kalasin","กาฬสินธุ์","16.715099","104.060707"
"460611","กุดปลาค้าว","Kut Pla Kao","Amphoe Khao Wong","อำเภอเขาวง","Kalasin","กาฬสินธุ์","16.736469","104.114677"
"460701","ยางตลาด","Yang Talat","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.388969","103.355812"
"460702","หัวงัว","Hua Ngua","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.348850","103.418159"
"460703","อุ่มเม่า","Um Mao","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.383619","103.442497"
"460704","บัวบาน","Bua Ban","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.488449","103.427887"
"460705","เว่อ","Woe","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.541740","103.349289"
"460706","อิตื้อ","I-tu","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.463970","103.264580"
"460707","หัวนาคำ","Hua Na Kham","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.404140","103.213226"
"460708","หนองอิเฒ่า","Nong I-thao","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.337290","103.373520"
"460709","ดอนสมบูรณ์","Don Sombun","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.423189","103.428833"
"460710","นาเชือก","Na Chuak","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.566610","103.416054"
"460711","คลองขาม","Khong Kham","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.446110","103.332443"
"460712","เขาพระนอน","Kao Phra Non","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.531919","103.377357"
"460713","นาดี","Na Di","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.354231","103.477654"
"460714","โนนสูง","Non Sung","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.478170","103.219513"
"460715","หนองตอกแป้น","Nong Tok Paen","Amphoe Yang Talat","อำเภอยางตลาด","Kalasin","กาฬสินธุ์","16.310289","103.402107"
"460801","ห้วยเม็ก","Huai Mek","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.592939","103.213928"
"460802","คำใหญ่","Kham Yai","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.646580","103.202583"
"460803","กุดโดน","Kut Don","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.543280","103.262680"
"460804","บึงนาเรียง","Bung Na Riang","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.584261","103.293343"
"460805","หัวหิน","Hua Hin","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.591141","103.345932"
"460806","พิมูล","Phi Mun","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.698879","103.181091"
"460807","คำเหมือดแก้ว","Kham Muat Kaeo","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.521509","103.199463"
"460808","โนนสะอาด","Non Sa-at","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.529699","103.320328"
"460809","ทรายทอง","Sai Thong","Amphoe Huai Mek","อำเภอห้วยเม็ก","Kalasin","กาฬสินธุ์","16.741529","103.169350"
"460901","ภูสิงห์","Phu Sing","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.739571","103.502739"
"460902","สหัสขันธ์","Sahat Khan","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.727369","103.568329"
"460903","นามะเขือ","Na Ma Khua","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.679029","103.630577"
"460904","โนนศิลา","Non Sila","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.795710","103.594109"
"460905","นิคม","Ni Khom","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.674200","103.496368"
"460906","โนนแหลมทอง","Non Laem Thong","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.750620","103.619270"
"460907","โนนบุรี","Non Buri","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.702950","103.497688"
"460908","โนนน้ำเกลี้ยง","Non Nam Kliang","Amphoe Sahat Khan","อำเภอสหัสขันธ์","Kalasin","กาฬสินธุ์","16.682011","103.557739"
"461001","ทุ่งคลอง","Thung Khlong","Amphoe Kham Muang","อำเภอคำม่วง","Kalasin","กาฬสินธุ์","16.939270","103.633560"
"461002","โพน","Phon","Amphoe Kham Muang","อำเภอคำม่วง","Kalasin","กาฬสินธุ์","16.868219","103.619942"
"461005","ดินจี่","Din Chi","Amphoe Kham Muang","อำเภอคำม่วง","Kalasin","กาฬสินธุ์","16.954439","103.718391"
"461006","นาบอน","Na Bon","Amphoe Kham Muang","อำเภอคำม่วง","Kalasin","กาฬสินธุ์","16.886841","103.678436"
"461007","นาทัน","Na Than","Amphoe Kham Muang","อำเภอคำม่วง","Kalasin","กาฬสินธุ์","17.023081","103.611397"
"461009","เนินยาง","Noen Yang","Amphoe Kham Muang","อำเภอคำม่วง","Kalasin","กาฬสินธุ์","16.799191","103.656151"
"461101","ท่าคันโท","Tha Khan Tho","Amphoe Tha Khan Tho","อำเภอท่าคันโท","Kalasin","กาฬสินธุ์","16.929440","103.222649"
"461102","กุงเก่า","Kung Kao","Amphoe Tha Khan Tho","อำเภอท่าคันโท","Kalasin","กาฬสินธุ์","16.908230","103.186234"
"461103","ยางอู้ม","Yang Um","Amphoe Tha Khan Tho","อำเภอท่าคันโท","Kalasin","กาฬสินธุ์","16.897909","103.294579"
"461104","กุดจิก","Kut Chik","Amphoe Tha Khan Tho","อำเภอท่าคันโท","Kalasin","กาฬสินธุ์","16.896191","103.134727"
"461105","นาตาล","Natan","Amphoe Tha Khan Tho","อำเภอท่าคันโท","Kalasin","กาฬสินธุ์","16.878180","103.259430"
"461106","ดงสมบูรณ์","Dong Som Bun","Amphoe Tha Khan Tho","อำเภอท่าคันโท","Kalasin","กาฬสินธุ์","16.873739","103.362183"
"461201","หนองกุงศรี","Nong Kung Sri","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.643181","103.284378"
"461202","หนองบัว","Nong Bua","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.709030","103.400284"
"461203","โคกเครือ","khok Khrua","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.718880","103.296356"
"461204","หนองสรวง","Nong Sruang","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.761520","103.434662"
"461205","เสาเล้า","Sao Lao","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.643930","103.389191"
"461206","หนองใหญ่","Nong Hai","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.768400","103.220848"
"461207","ดงมูล","Dong Mun","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.775890","103.305763"
"461208","ลำหนองแสน","Lam Nong Saen","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.675751","103.311668"
"461209","หนองหิน","Nong Hin","Amphoe Nong Kung Sri","อำเภอหนองกุงศรี","Kalasin","กาฬสินธุ์","16.813620","103.358192"
